,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
1687,1687,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,1687.0,7.0,0.7,225.0775,240.6829,253.8022,264.0627,271.4158,276.1041,278.5868,279.4501,279.327,278.8408,278.5772,279.0781,280.8475,284.357,290.0412,298.2831,309.3937,323.6042,341.0854,362.0153,323.2020684377193,229.9757068178288,3827.3859,300.6364999999996,1368.772,-26.34589999999997
1688,1688,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,1688.0,8.0,0.8,312.252,302.8093,294.9879,288.8441,284.3388,281.3335,279.6114,278.9099,278.9505,279.4543,280.1409,280.7153,280.8521,280.1894,278.3428,274.9427,269.6919,262.4313,253.1937,242.2279,187.97414288690712,209.2984208932605,4128.0224,434.4694,1068.1355000000003,-22.866499999999974
1689,1689,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,1689.0,9.0,0.9,206.2117,222.7101,236.9946,248.7963,258.0709,264.9692,269.775,272.8305,274.467,274.9529,274.4648,273.0799,270.7859,267.5029,263.1127,257.4898,250.532,242.186,232.4649,221.453,196.74645203177224,340.2894319426621,4562.4918,633.6661000000004,633.6661000000004,-41.08080000000001
1690,1690,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,255.53844139170013,368.61475418624974,0.0,416.2398,3013.4811,-20.0
1691,1691,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1.0,0.1,258.9818,262.0407,264.6797,266.8859,268.6752,270.0944,271.2198,272.1556,273.0346,274.0211,275.3167,277.1661,279.8577,283.7163,289.0849,296.2977,305.6496,317.3769,331.6597,348.662,267.38486270788013,307.14114679759257,416.2398,320.67940000000004,2597.2413,-23.955600000000004
1692,1692,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,1692.0,2.0,0.2,267.968,268.5082,269.0711,269.712,270.4743,271.3924,272.4938,273.8029,275.3405,277.1219,279.1514,281.4162,283.8827,286.497,289.1946,291.9174,294.6368,297.3788,300.2431,303.4114,310.75843106766683,453.6027758073907,736.9192,268.9625,2276.5619,-23.80759999999998
1693,1693,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,1693.0,3.0,0.3,303.0076,296.2928,290.6737,286.1887,282.8366,280.5761,279.3398,279.0594,279.696,281.2707,283.89,287.7623,293.2017,300.6169,310.4865,323.3276,339.6713,360.0706,385.1678,415.8587,270.84837455250977,264.23919742890456,1005.8817,147.1937999999999,2007.5994,-15.873899999999992
1694,1694,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,4.0,0.4,272.9839,274.9826,276.7796,278.3566,279.7491,281.0399,282.3409,283.7669,285.4046,287.2825,289.3453,291.4367,293.297,294.5783,294.8837,293.8269,291.1073,286.5867,280.3484,272.719,233.671310700256,290.1817727210684,1153.0755,258.9611,1860.4056,-16.760100000000023
1695,1695,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,5.0,0.5,242.4358,250.3833,257.4045,263.4449,268.5114,272.6658,276.0092,278.6614,280.7426,282.3601,283.603,284.5433,285.2422,285.7584,286.1544,286.5002,286.8724,287.3506,288.0128,288.9329,249.67565850013727,321.01698459177146,1412.0366,336.6291000000001,1601.4445,-26.58420000000001
1696,1696,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,1696.0,6.0,0.6,253.6627,257.2886,260.6168,263.693,266.5441,269.182,271.6106,273.8362,275.8763,277.7679,279.5739,281.3854,283.3215,285.5248,288.1534,291.3694,295.3269,300.1621,305.9891,312.9069,193.177852219574,253.74594784555683,1748.6657,398.09900000000016,1264.8154,-31.617999999999995
1697,1697,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0,7.0,0.7,207.7888,221.0458,232.751,242.8064,251.2231,258.1102,263.6457,268.0408,271.5027,274.2045,276.2626,277.7259,278.575,278.7322,278.0818,276.4999,273.8892,270.2129,265.5202,259.9556,454.1759272525146,400.28079869912585,2146.7647,412.4533999999999,866.7163999999998,-44.33979999999997
1698,1698,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,8.0,0.8,411.8841,376.951,348.2697,325.2647,307.4924,294.4394,285.4683,279.861,276.9083,276.0059,276.7271,278.8626,282.4223,287.6053,294.7459,304.2455,316.507,331.8914,350.72,373.3414,173.00103803332132,303.2966362467486,2559.2181,199.0122000000001,454.2629999999999,-9.76060000000001
1699,1699,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,9.0,0.9,197.6917,220.0032,239.0468,254.3449,265.8674,273.9725,279.2869,282.5635,284.5505,285.892,287.0686,288.3754,289.9318,291.7158,293.6129,295.4747,297.1786,298.6802,300.0499,301.4853,464.104595424761,311.1218121041898,2758.2303,255.2507999999998,255.2507999999998,-32.077499999999986
1700,1700,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,261.3718705614441,436.7735939081912,0.0,395.131,3001.9461,-20.0
1701,1701,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1.0,0.1,263.6729,265.715,267.479,268.962,270.1836,271.1904,272.0598,272.906,273.8885,275.2244,277.2019,280.1905,284.6414,291.0741,300.0458,312.1095,327.7774,347.5125,371.7804,401.1917,248.50535453552183,338.4898165454255,395.131,242.7708,2606.8151,-22.8596
1702,1702,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,1702.0,2.0,0.2,253.0676,257.178,260.852,264.1275,267.0712,269.7787,272.3689,274.9736,277.7242,280.7362,284.0952,287.8454,291.9856,296.4748,301.2514,306.2633,311.5081,317.0733,323.169,330.145,361.08630428874,408.8174974717658,637.9018,203.8453000000001,2364.0443,-25.42129999999997
1703,1703,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,3.0,0.3,342.3092,326.3127,313.0322,302.4291,294.4112,288.801,285.3437,283.7438,283.7116,285.0077,287.477,291.0666,295.8299,301.9187,309.5666,319.069,330.7676,345.0501,362.3754,383.3426,266.14220145109675,224.1755655229504,841.7471,137.6488999999999,2160.199,-7.649000000000001
1704,1704,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,1704.0,4.0,0.4,270.931,275.3044,279.0492,282.0544,284.3257,285.9716,287.1662,288.0998,288.9263,289.7171,290.4271,290.8759,290.7498,289.6241,287.0116,282.4323,275.5007,266.015,254.029,239.8827,329.49753015527574,280.1445513991103,979.396,270.7976000000001,2022.5501,-11.828399999999988
1705,1705,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,5.0,0.5,319.3527,310.749,303.6326,297.9359,293.5465,290.2985,287.9819,286.3639,285.2142,284.3288,283.5485,282.7702,281.9513,281.106,280.2945,279.6045,279.1275,278.9349,279.0582,279.4811,369.57183892624175,301.1582171906403,1250.1936,275.75620000000004,1751.7525,-8.95150000000001
1706,1706,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,6.0,0.6,352.0406,337.3371,325.0613,314.9198,306.6656,300.0652,294.8874,290.9066,287.9141,285.7304,284.2164,283.2783,282.8686,282.9806,283.6387,284.8851,286.7662,289.3199,292.5678,296.5151,319.71503222195565,193.9962364848353,1525.9498,284.0227,1475.9963,-0.734800000000007
1707,1707,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,1707.0,7.0,0.7,314.5334,310.2602,306.5908,303.2999,300.2423,297.343,294.5749,291.93,289.3889,286.8915,284.3144,281.4569,278.0389,273.7134,268.0966,260.8138,251.5585,240.1527,226.5958,211.085,270.2710768440317,254.8985044913404,1809.9725,404.3214,1191.9736,-5.106999999999971
1708,1708,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,8.0,0.8,274.1547,277.7116,280.7114,282.9893,284.458,285.1026,284.9661,284.1282,282.6868,280.745,278.4067,275.778,272.9713,270.1078,267.3119,264.6971,262.345,260.2801,258.4514,256.7256,341.44574158268125,285.5567193326509,2214.2939,406.605,787.6522,-19.0974
1709,1709,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,9.0,0.9,328.5033,317.4563,308.1697,300.5182,294.3479,289.4648,285.6446,282.6565,280.2901,278.3791,276.8157,275.5555,274.6123,274.0448,273.9373,274.3769,275.4304,277.1248,279.4353,282.285,286.4862356626287,212.4549982322048,2620.8989,381.0472,381.0472,-16.585199999999986
1710,1710,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,200.3113376194197,279.5191790427027,0.0,483.1134,2645.6245000000004,6.034699999999987
1711,1711,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1.0,0.1,214.3141,226.9407,237.9269,247.1292,254.5391,260.2708,264.5299,267.5731,269.6702,271.0751,272.0074,272.6461,273.1306,273.5663,274.0313,274.5825,275.259,276.085,277.0716,278.2187,448.98794676794586,459.7964580684504,483.1134,414.4983,2162.5111,6.034699999999987
1712,1712,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,1712.0,2.0,0.2,408.1914,374.4168,346.6205,324.251,306.8837,294.039,285.1364,279.5392,276.6421,275.9635,277.2151,280.3374,285.4974,293.0531,303.4934,317.3687,335.2341,357.6378,385.1887,418.7479,342.556558294287,273.5082933748019,897.6117,131.99109999999985,1748.0128,6.034699999999987
1713,1713,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,3.0,0.3,333.1123,325.225,318.4424,312.4666,307.1521,302.4847,298.5405,295.4346,293.2663,292.0707,291.7831,292.2195,293.0775,293.958,294.4109,293.9993,292.3766,289.3616,284.9932,279.5482,308.8352072718136,430.4988989650653,1029.6028,150.36310000000003,1616.0217,6.034699999999987
1714,1714,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,4.0,0.4,305.8945,303.5956,301.7028,300.0442,298.5189,297.0954,295.8046,294.7303,294.0039,293.8038,294.3621,295.9732,298.999,303.8656,311.0448,321.0261,334.2889,351.2945,372.5256,398.6013,286.1787444070473,173.12965613860413,1179.9659,124.25580000000014,1465.6586,6.034699999999987
1715,1715,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,5.0,0.5,286.9045,287.7828,288.6905,289.5445,290.3063,290.9772,291.5814,292.141,292.6439,293.007,293.0412,292.4232,290.6838,287.2224,281.3557,272.4056,259.8188,243.3014,222.9353,199.2377,194.7835482988622,313.2232229604033,1304.2217,323.47889999999984,1341.4027999999998,6.034699999999987
1716,1716,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,6.0,0.6,212.2222,228.0753,241.9431,253.5866,262.9419,270.1015,275.2743,278.7379,280.7998,281.774,281.9755,281.7284,281.3777,281.2944,281.8642,283.4571,286.3811,290.834,296.8702,304.399,249.0731168609378,302.9063522388642,1627.7006,391.47310000000016,1017.9239,6.034699999999987
1717,1717,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,1717.0,7.0,0.7,252.1082,254.8871,257.5639,260.234,262.9284,265.6223,268.2571,270.7653,273.0942,275.2216,277.162,278.9638,280.701,282.4626,284.342,286.4303,288.8124,291.5686,294.7781,298.5253,406.7643373239055,341.572405390916,2019.1737,329.6892,626.4507999999998,6.034699999999987
1718,1718,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,1718.0,8.0,0.8,377.2501,352.4561,331.8923,315.2747,302.3402,292.7548,286.0959,281.8831,279.633,278.9141,279.3872,280.8267,283.1219,286.2631,290.3191,295.4091,301.677,309.272,318.3421,329.0439,373.34004356319394,415.8370189959129,2348.8629,181.9665,296.7615999999998,6.034699999999987
1719,1719,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,9.0,0.9,356.3426,342.172,330.2672,320.2426,311.8442,304.9155,299.37,295.1716,292.3209,290.8515,290.8312,292.3684,295.6169,300.7773,308.0913,317.8329,330.3023,345.8345,364.8374,387.878,265.6782460069378,225.9998200382027,2530.8294,114.79509999999982,114.79509999999982,6.034699999999987
